audio_path,speaker,time_start,time_end,text
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,agent,91.831,96.887,Thank you for calling [ORGANIZATION] [ORGANIZATION].
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,agent,97.287,100.253,"May I have your name and zip code, please?"
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,customer,100.653,106.499,"Hi, my name is [PERSON_NAME] [PERSON_NAME] and it's [LOCATION]."
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,agent,106.899,110.324,"Sorry, could you repeat the zip code again?"
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,customer,110.724,113.274,You were disconnecting a little bit.
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,agent,113.674,116.917,Oay [LOCATION].
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,customer,117.317,119.494,Thank you.
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,agent,119.894,122.721,And what is your pest or animal issue?
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,customer,123.121,129.202,Groundhogs.
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,agent,129.602,131.779,Gotcha.
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,customer,132.179,136.073,And by any chance do you know where they are located?
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,agent,136.473,140.463,They're located all over the property.
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,customer,140.863,144.437,"Okay, and is this a single family home?"
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,agent,144.837,147.664,"No, it is a commercial."
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,customer,148.064,151.638,Povertyh Commercial rot.
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,agent,152.038,154.353,Thank you for the info.
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,customer,154.753,160.461,Let me connect you with a partner company in our network to see about getting you a free quote or an appointment set up.
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,agent,160.861,166.152,And there might be fees involved from them depending on the services they provide.
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,customer,166.552,169.614,"Okay, give me one moment please."
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,agent,170.014,174.793,So I do have here [ORGANIZATION] [ORGANIZATION].
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,customer,175.193,179.781,Let me transfer you to them right now and text you their info.
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,agent,180.181,185.888,But please give us a call or text us back in case they're not able to help you.
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,agent,186.288,188.699,And we will ll gladly assist you.
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,customer,189.099,193.228,Give me one second while I transfer this call.
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,agent,193.628,196.359,You're welcome and have a great day.
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,customer,196.759,198.147,Thank you.
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,agent,198.547,201.694,This call may be recorded for quality assurance.
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,customer,202.094,208.964,Thank you for choosing [ORGANIZATION] [ORGANIZATION] and the [OCCUPATION] [OCCUPATION] [OCCUPATION].
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,agent,209.364,215.167,Please listen to our menu options carefully so we can get you the help you need as quickly as possible.
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,agent,215.567,220.155,"For emergency service, please press [PHONE_NUMBER]."
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,customer,220.555,231.137,"To schedule an appointment or to make a report on an active trap set, please for [PERSON_NAME] [PERSON_NAME], please For [PERSON_NAME] [PERSON_NAME], [ORGANIZATION]."
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,agent,231.537,235.708,"[ORGANIZATION], this is [PERSON_NAME]."
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,agent,236.108,237.73,How may I help you?
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,customer,238.13,245.693,"Hi, my name is [PERSON_NAME] [PERSON_NAME] and I'm hoping you can help me with some groundhogs."
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,agent,246.093,250.361,"Unfortunately, we're not taking groundhog calls right now."
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,customer,250.761,260.873,We'just a little bit too busy with our bat removal season I'm not sure that we can get involved with a groundhog project at the moment where is it that you're located?
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,agent,261.273,269.946,Maybe I can help you find someone [LOCATION] [LOCATION] [LOCATION] [LOCATION] in [LOCATION] what nown?
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,customer,270.346,275.168,Did you try Critter Control?
00ae607b1b66470d8c22ecc59aa24159_transcript_labeled.wav,customer,275.568,284.39,"I have not yeah, you up I triedably be able to get you credit Control Yep, all right, so it's good thank you Yep Good luck by Bye."
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,0.0,1.483,It's a great day.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,1.883,9.351,I'm m your [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION].
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,9.751,13.229,This is [PERSON_NAME].
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,13.629,15.528,How can I help you today?
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,15.928,22.521,"Hello Ma, My name is [PERSON_NAME] from [ORGANIZATION] [ORGANIZATION]."
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,22.921,24.447,How are you today?
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,24.847,28.463,"I'm pretty good, thank you very much for asking."
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,28.863,30.347,What about you?
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,30.747,34.129,"Yeah, I'm okay."
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,34.529,36.236,Thank you for asking.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,36.636,38.813,The reason for this call?
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,39.213,42.925,I would like to know if you guys do installation for the union.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,43.325,45.363,Installation services.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,45.763,47.983,Let me go ahead and make sure.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,48.383,50.559,Let me gather your information.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,50.959,53.371,What is your first and last name?
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,53.771,58.454,"Yes, my name Isus [PERSON_NAME]."
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,58.854,60.337,Thank you very much.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,60.737,63.661,Can you spell your last name for me please?
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,64.061,66.611,Of course.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,67.011,77.454,[PERSON_NAME] [PERSON_NAME] [PERSON_NAME] [PERSON_NAME] [PERSON_NAME] [PERSON_NAME] [PERSON_NAME] [PERSON_NAME].
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,77.854,89.407,[PERSON_NAME] [PERSON_NAME] [PERSON_NAME] [PERSON_NAME] [PERSON_NAME] [PERSON_NAME] [PERSON_NAME].
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,89.807,91.013,Thank you.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,91.413,98.048,"[PERSON_NAME], [PERSON_NAME], [PERSON_NAME] [PERSON_NAME]."
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,98.448,99.974,Is that correct?
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,100.374,105.431,"Yes, the first name date [PERSON_NAME], right?"
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,105.831,107.218,"Yes, thank you."
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,107.618,110.211,I show the number you're calling in on today.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,110.611,112.787,Is this the best number to reach?
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,113.187,114.948,And this is a mobile phone?
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,115.348,117.525,"No, the best number."
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,117.925,119.685,Let me provide to you.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,120.085,126.39,"No, this is a company ph but you can reach out and ask for me at this number."
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,126.79,131.751,And this is [ORGANIZATION] [ORGANIZATION] [ORGANIZATION].
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,132.151,134.509,That is correct.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,134.909,141.587,"Yeah, I got an account and I show the zip card of the property that you're concerning about is [LOCATION]."
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,141.987,143.929,Is that correct as well?
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,144.329,146.228,"No, the zip code is."
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,146.628,151.407,"Well, the SCO is related to the customer, not for the company."
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,151.807,159.925,"In this case it'six [NUMBER_SEQUENCE] [NUMBER_SEQUENCE] yes, far I can see we don't offer service in the area, sir."
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,160.325,164.774,[LOCATION] unfortunately it doesn't look like we have service in the area.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,165.174,171.905,"Okay, that will be great and thank you so much for what kind of service you would like to get an installation."
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,172.305,175.922,Tell me just to see what I can do.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,176.322,178.36,This is just for diswasher.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,178.76,185.95,We have a dishwasher you need to be installed and I would like to know if you guys can help me to be installed.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,186.35,188.847,We already purchased the uni.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,189.247,192.255,We just need assistance for installation.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,192.655,195.205,Thank you very much for letting me know.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,195.605,198.017,Let me go ahead and do something.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,198.417,200.551,We do handle another company.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,200.951,208.002,Let me see if this company they do installations but let me go ahead and make sure if they cover this area and they calledr [OCCUPATION].
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,208.402,211.229,Let me see.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,211.629,215.523,"Yes, as far as I can see [ORGANIZATION]."
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,215.923,220.607,"[ORGANIZATION], they do have service in the area Area installation."
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,221.007,223.418,"Okay, just give me one second."
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,223.818,225.995,Oay.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,226.395,228.849,"Do you mind if a ple on hold, sir?"
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,229.249,231.703,I'll be right back as soon as possible.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,232.103,235.815,No more than [DURATION] [DURATION].
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,236.215,238.157,"Okay, go ahead."
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,238.557,240.691,Thank you.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,241.091,244.057,"Thank you very much for waiting on the line, sir."
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,244.457,245.802,Can you hear me?
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,246.202,248.144,"Yes, I can hear you."
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,248.544,250.39,I appreciate your patient.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,250.79,253.713,I'm sure for the long delay.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,254.113,256.194,I'm still working on this.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,256.594,260.904,Just give me one second on the line.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,261.304,262.649,Okay?
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,263.049,266.335,One minute.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,266.735,267.983,Thank you.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,268.383,270.88,"Okay, take good time."
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,271.28,280.561,"Okay, sir, as far as I can see we have a brand, we have a franchise as I mentioned before, they call [ORGANIZATION]."
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,280.961,284.385,"[ORGANIZATION], they do installations."
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,284.785,291.879,"But as far as I can see, I don't see a specific kind of service that you're looking for which is called thisw washer installation."
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,292.279,297.101,"Because as you mentioned before, you have purchased this washer, right?"
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,297.501,298.985,That is correct.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,299.385,301.465,Ye.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,301.865,304.138,So let me go ahead and do something.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,304.538,310.011,I'm going to send this information as a follow up and they will be reaching you back as soon as possible.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,310.411,313.985,"As far as I can see, [ORGANIZATION]."
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,314.385,318.14,"[ORGANIZATION], they have service in the [LOCATION]."
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,318.54,322.573,Do you want me to send this follow up and they can call you back?
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,322.973,327.005,"Yes, but if you prefer, you can provide as well the phone number."
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,327.405,330.233,But I can try to reach out him again that ye.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,330.633,332.436,We don't have a phone number.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,332.836,338.639,"If you try to call them, most likely the automatic system is going to send your call over to [PERSON_NAME] again."
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,339.039,346.507,The [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] they do a callack.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,346.907,349.873,I'm going to request a call back in order.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,350.273,352.865,They can reach it back as soon as possible.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,353.265,355.207,Let me tell your details.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,355.607,357.368,What is your name sir?
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,357.768,361.054,I forgot to ask ius bus Bye.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,361.454,362.745,I got it.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,363.145,364.394,Ye.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,364.794,366.277,I remember.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,366.677,367.787,Thank you.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,368.187,371.292,From to [ORGANIZATION].
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,371.692,373.687,Yes please.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,374.087,376.723,When they came return the call please.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,377.123,382.275,I would like to know how much is for you for installation in [LOCATION].
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,382.675,386.388,"Okay, yeah, I'm gonna let them know."
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,386.788,391.567,Just give me one second.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,391.967,394.752,"Make request, provide the email."
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,395.152,402.161,But I can send the more information related to the customer and installation related to the unit.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,402.561,405.388,"Okay, let me say I know please."
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,405.788,407.314,Your email.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,407.714,409.24,What is your email?
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,409.64,413.811,"Yes, the email is [EMAIL_ADDRESS], right?"
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,414.211,415.695,That is correct.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,416.095,420.085,See the service I am sending this information this follow up.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,420.485,422.981,"Okay, so I got everything need."
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,423.381,427.51,I will pass this information on it.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,427.91,430.641,You will be contact as soon as possible.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,431.041,433.314,Is there anything else I can help you with?
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,433.714,437.651,That would be great and thank you so much.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,438.051,441.251,You already helping me a lot and thank you so much.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,441.651,445.225,My pleasure.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,445.625,448.965,At the end of the call there will be a two question service.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,449.365,451.637,So we appreciate your feedback.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,452.037,454.907,So thank you for calling [ORGANIZATION].
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,455.307,460.684,[ORGANIZATION] [ORGANIZATION] [ORGANIZATION].
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,461.084,463.026,We appreciate your business.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,463.426,466.349,Have a great you too.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,466.749,468.649,Bye bye.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,469.049,472.473,Your feedback is important to [PERSON_NAME].
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,472.873,475.797,Thank you for answering this quick two question survey.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,476.197,482.971,"On a scale of one to five with one being completely unsatisfied and five, being completely satisfied."
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,483.371,485.963,Your inquiry resolved today.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,486.363,491.228,"During the call, please press 1 for yes, 2 for no."
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,agent,491.628,493.623,We appreciate your feedback.
0a09a190bf58411883164765cc9bf271_transcript_labeled.wav,customer,494.023,495.827,Have a great day.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,agent,0.0,4.822,Thank you for calling [OCCUPATION] [OCCUPATION].
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,agent,5.222,8.369,We fix your pains for automotive service.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,agent,8.769,13.591,"For residential or commercial services, press [PHONE_NUMBER]."
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,customer,13.991,18.259,For all other services or existing or call the D.O.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,agent,18.659,25.39,will your [OCCUPATION] the [OCCUPATION] [OCCUPATION] replaces all types [OCCUPATION] [OCCUPATION].
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,customer,25.79,29.311,We fixture paints is DOS [LOCATION].
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,agent,29.711,36.015,"My name'Jennifer Bero, and I was wondering how much it would cost to have an estimate done on some windows."
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,customer,36.415,39.2,I need glass replaced in.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,agent,39.6,42.331,They're the old type windows.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,customer,42.731,45.281,I think they're called jealousy.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,customer,45.681,55.613,"Jealousy windows that you have the crane, kind of like a trailer window door or they're actually on the windows."
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,agent,56.013,57.72,They're on the windows.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,customer,58.12,60.713,I have about four oay.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,agent,61.113,63.385,I wanted the pin.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,customer,63.785,66.751,We do free estimates.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,agent,67.151,71.141,"We'll go out there, look at it, see what kind of."
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,customer,71.541,73.206,"Oh, okay."
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,agent,73.606,76.017,Because I need new windows.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,customer,76.417,80.589,"I'd like to get new windows, but I can't really afford that right now."
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,agent,80.989,82.653,I understand.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,customer,83.053,85.23,So I'm just seeing what.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,agent,85.63,88.553,What's wrong with the glass that's in there now?
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,customer,88.953,94.0,"Well, I just had roommate that has damaged o. I got you."
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,agent,94.4,95.606,Okay.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,customer,96.006,99.068,Some are cracked and some are completely out.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,agent,99.468,100.621,Okay.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,customer,101.021,102.227,All right.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,agent,102.627,104.387,And what is your name?
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,customer,104.787,107.753,[PERSON_NAME].
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,agent,108.153,111.397,The last name is [PERSON_NAME].
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,customer,111.797,132.363,[PERSON_NAME] [PERSON_NAME] [PERSON_NAME] [PERSON_NAME] [PERSON_NAME] [PERSON_NAME] [PERSON_NAME] [PERSON_NAME] [PERSON_NAME].
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,agent,132.763,133.915,Okay.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,agent,134.315,136.631,And your phone number?
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,customer,137.031,139.858,"Okay, and what's that address?"
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,agent,140.258,142.296,It's [LOCATION].
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,customer,142.696,144.734,"I'm sorry, [LOCATION]."
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,agent,145.134,146.756,Okay.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,customer,147.156,149.653,The number [LOCATION].
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,agent,150.053,151.163,Okay.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,customer,151.563,156.065,[LOCATION] [LOCATION] [LOCATION].
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,agent,156.465,157.756,All rightn.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,customer,158.156,162.605,What's the zip code?
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,agent,163.005,165.043,[LOCATION].
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,customer,165.443,168.174,Or.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,agent,168.574,169.865,I'm sorry.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,customer,170.265,173.551,[LOCATION].
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,agent,173.951,176.736,I don't know why it said [LOCATION] oay.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,customer,177.136,184.006,"All right, and those windows, are they located like in the front of the house, the side, the back?"
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,agent,184.406,190.017,"There's one in the back of the house, and then there's 1, [PHONE_NUMBER], [LOCATION]."
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,customer,190.417,193.202,I think there's four in the front.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,agent,193.602,195.64,They're not the entire window.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,customer,196.04,198.217,There's like three panes on each.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,agent,198.617,201.721,Like they said theyank they're a prank type.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,customer,202.121,203.413,Got you.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,agent,203.813,205.061,Okay.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,customer,205.461,207.083,All right.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,agent,207.483,213.191,"So, [PERSON_NAME], what I'll do is I'll get this typed up and over to scheduling."
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,agent,213.591,218.37,[PERSON_NAME] should be giving you a call if you don't hear from.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,customer,218.77,222.995,"She's probably getting ready to leave, but you'll hear toor in the morning."
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,agent,223.395,224.601,Okay.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,customer,225.001,226.623,Okay.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,agent,227.023,229.061,All right.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,customer,229.461,231.499,All right.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,agent,231.899,233.382,Thank you.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,customer,233.782,235.308,Thank you.
0a296f9b6e5041ef88376519b63de20a_transcript_labeled.wav,agent,235.708,237.234,Have a good daye.
